provider_code,name,status
MOH-F-1000745,DOCTOR M OPTICAL BR OF MAGRABI OPTICAL COMPANY LLC SHJ,ACTIVE
MOH-F-1000716,DOCTOR MONA ZAKI MEDICAL CENTER,ACTIVE
MOH-F-5000920,DOCTOR SALIM PHARMACY,ACTIVE
MOH5582,DOCTORS MEDICAL CENTRE,ACTIVE
MOH-F-1000274,DOCTORS MEDICAL CENTRE,ACTIVE
MOHI224,DOCTORS MEDICAL CENTRE,ACTIVE
MOH-F-5000083,DOCTORS PHARMACY LLC,ACTIVE
MOH167,DOCTORS PHARMACY SHARJAH,ACTIVE
MOHM2321,DODSAL MEDICAL CLINIC,ACTIVE
MOH-F-1000746,DOM AESTHETIC MEDICAL CENTER,ACTIVE
MOH-F-1000783,DOM AESTHETIC MEDICAL CENTER,ACTIVE
MOHM1710,DOOA  MEDICAL CLINIC,ACTIVE
MOH-F-1000230,DOOA MEDICAL CLINIC,ACTIVE
MOH-F-5000618,DOOA PHARMACY,ACTIVE
MOH-F-5000625,DOOA PHARMACY,ACTIVE
MOH-F-1000682,DOUBLE CARE MEDICAL CENTER,ACTIVE
MOH-F-1000341,DR AMAL AL QEDRAH MEDICAL CENTER,ACTIVE
MOH6519,DR AMAL AL QEDRAH SPECIALTY CLINIC,ACTIVE
MOH6710,DR ASISH DENTAL CENTER,ACTIVE
MOH-F-1000814,DR ASISH MEDICAL CENTRE,ACTIVE
MOHM2373,DR HUSNIA GARGASH FERLITY ,ACTIVE
MOH6407,DR HUSNIA GARGASH FERLITY GYNAECOLOGY OBTESTRIC CENTRE,ACTIVE
MOH-F-1000904,DR JAMEELA CLINIC,ACTIVE
MOH-F-1000560,DR KHOLOUD ALHAJERI MEDICAL CENTER,ACTIVE
MOHM1967,DR KIRANS DERMATOLOGY CLINIC (SKIN ,ACTIVE
MOH-F-1000191,DR MUNA KHALFAN MEDICAL CENTER,ACTIVE
MOH-F-1000525,DR NEMAT ALMOSSALAMY MEDICAL CENTRE,ACTIVE
MOH-F-1000856,DR PETERS DENTAL CLINIC LLC,ACTIVE
MOH5717,DR RAJEEVANS MEDICAL CENTRE LLC,ACTIVE
MOH-F-1000080,DR SABA MEDICAL CENTRE,ACTIVE
MOHM1833,DR SAMIHA ABDALLA LUTFI CENTRE,ACTIVE
MOH5680,DR SAMIR ABOUZEID MEDICAL CENTRE,ACTIVE
MOHI451,DR SAMIR ABOUZEID MEDICAL CENTRE,ACTIVE
MOH-F-1000431,DR SHAFI ORTHODONTIC CLINIC,ACTIVE
MOH-F-1000816,DR SHIYAS DENTAL CENTER,ACTIVE
MOH5687,DR SUNNY MEDICAL CENTRE,ACTIVE
MOH2485,DR SUNNY MEDICAL CENTRE - UMM AL QUWAIN,ACTIVE
MOHM2485,DR SUNNY MEDICAL CENTRE - UMM AL QUWAIN,ACTIVE
MOH2031,DR SUNNY MEDICAL CENTRE LLC - RAS AL KHAIMAH,ACTIVE
MOHI487,DR WAFA A SHALABY CENTRE,ACTIVE
MOHM1938,DR ZUHAIR AL HASHEMI DENTAL CLINIC,ACTIVE
MOHI1326,DR. ABDUL MONAM MEDICAL CLINIC,ACTIVE
MOHI522,DR. AHMED BISHER MEDICAL CENTRE,ACTIVE
MOHM1716,DR. AHMED SAQR GENERAL SURGERY ,ACTIVE
MOH-F-1000875,DR. AKBAR ALI LASER & SKIN MEDICAL CENTER LLC,ACTIVE
MOHI1349,DR. ALI FAOUR SPECIAL CLINIC,ACTIVE
MOH-F-5000658,DR. ALI PHARMACY,ACTIVE
MOH5561,DR. ALI S. HINDI CLINIC,ACTIVE
MOHI157,DR. ALI S. HINDI CLINIC,ACTIVE
MOHM1848,DR. AMAL JNEAD CLINIC,ACTIVE
MOHI511,DR. ANDULEKHA  MIDICAL CLINIC,ACTIVE
MOH-F-1000644,DR. ANMAR DENTAL CENTER,ACTIVE
MOH6210,DR. ANWAR PASHA MEDICAL CLINIC,ACTIVE
MOH-F-1000033,DR. ANWAR PASHA MEDICAL CLINIC,ACTIVE
MOHM2093,DR. ANWAR PASHA MEDICAL CLINIC,ACTIVE
MOH7043,DR. ARAVINDAKSHAN'S MEDICAL & DENTAL CENTER LLC,ACTIVE
MOH5567,DR. ASAD AL DAJANI SPECIALZED CLINIC,ACTIVE
MOH-F-1000444,DR. ASAD AL DAJANI SPECIALZED CLINIC,ACTIVE
MOHI176,DR. ASAD AL DAJANI SPECIALZED CLINIC,ACTIVE
MOH5795,DR. ASHOK MENON MEDICAL CENTRE,ACTIVE
MOH6988,DR. ASISH MEDICAL CENTRE AJMAN,ACTIVE
MOH-F-1000036,DR. ASISH MEDICAL CENTRE AJMAN,ACTIVE
MOH1714,DR. BASIL MEDICAL CLINIC,ACTIVE
MOHI203,DR. CHITRA SHAMSUDDIN MEDICAL CENTRE LLC,ACTIVE
MOHM1645,DR. DAWOOD AL SADI PVT.INTER. MEDI. ,ACTIVE
MOHI1212,DR. DHIAA. H. DERMATOLOGY CLINIC,ACTIVE
MOHI1265,DR. EID SPEC,ACTIVE
MOH5230,DR. EID SPECIALIST CLINIC,ACTIVE
MOH5044,DR. EMAD ABDEL BARI CLINIC,ACTIVE
MOHI655,DR. EMAD ABDEL BARI CLINIC,ACTIVE
MOH-F-1000717,DR. EMAD MOSALAM EYE CLINIC,ACTIVE
MOH-F-1000141,DR. EYAD GABOUR SPECIALIST EYE CLINIC,ACTIVE
MOH-F-1000339,DR. FADI ALSHAFEE DENTAL CLINIC LLC,ACTIVE
MOH6224,DR. FATIMA NOOH MEDICAL CENTER,ACTIVE
MOH-F-1000566,DR. FATIMA NOOH MEDICAL CENTER,ACTIVE
MOHM2111,DR. FATIMA NOOH MEDICAL CENTER,ACTIVE
MOH-F-1000322,DR. FAWZIA ALJEZIRI MEDICAL CENTER - AL FALAJ,ACTIVE
MOHM2241,DR. GHASSAN NAEIM SPECIALIZED ,ACTIVE
MOH6317,DR. GHASSAN NAEIM SPECIALIZED CLINIC FOR PEDIATRIC,ACTIVE
MOHM1919,DR. HASSAN EBRAH DENTAL CLINIC,ACTIVE
MOHI748,DR. IBRAHIM AL- HAKEEM CLINIC,ACTIVE
MOH-F-1000189,DR. IBRAHIM MAHGOUB DENTAL CLINIC,ACTIVE
MOHI292,DR. JAMEELA  CLINIC,ACTIVE
MOH5587,DR. JOMANAH DENTAL CLINIC,ACTIVE
MOH-F-1000330,DR. JOMANAH DENTAL CLINIC,ACTIVE
MOHI243,DR. JOMANAH DENTAL CLINIC,ACTIVE
MOHI450,DR. JOSEPH DENTAL CLINIC,ACTIVE
MOH6653,DR. KAMAL AL ANI MEDICAL CENTER,ACTIVE
MOH-F-1000047,DR. KAMAL AL ANI MEDICAL CENTER,ACTIVE
MOHI323,DR. M.K. AMEENA CLINIC,ACTIVE
MOHI329,DR. MAGED SALAH ELDIN ,ACTIVE
MOHM2197,DR. MAHIR AL HAT SPECIALIST CLINIC,ACTIVE
MOHI327,DR. MAHMOUD TAYA CLINIC,ACTIVE
MOHI330,DR. MALIK NAWAS CLINIC,ACTIVE
MOH5691,DR. MANDAR MEDICAL CLINIC,ACTIVE
MOHI893,DR. MANDHAN CLINIC,ACTIVE
MOH-F-1000311,DR. MAZEN AL-KHALAYLEH SPECIALIZED OPHTHALMOLOGY,ACTIVE
MOH7069,DR. MAZEN AL-KHALAYLEH SPECIALIZED OPTHALMOLOGY,ACTIVE
MOH5633,DR. MOHAMED ALI EL NOUNOU SPEC. CLINIC,ACTIVE
MOH-F-1000751,DR. MOHAMED ALI EL NOUNOU SPEC. CLINIC,ACTIVE
MOHI355,DR. MOHAMED ALI EL NOUNOU SPEC. CLINIC,ACTIVE
MOH5345,DR. MUNA KHALFAN MEDICAL CENTER,ACTIVE
MOHI375,DR. MUSTAFA EL TAHIR CLINIC,ACTIVE
MOH-F-1000815,DR. NAWAL AL MUTAWA ENDOCRINE & DIABETES CLINIC,ACTIVE
MOH5319,DR. NAZIHA KHALIL OF OBG CLINIC,ACTIVE
MOHM1592,DR. RAAD AL QAISI SPECIALIST CLINIC,ACTIVE
MOHI506,DR. RABHA AL SAYEGH CLINIC,ACTIVE
MOHI536,DR. RAJEEVAN MEDICAL CENTRE,ACTIVE
MOH1964,DR. RAMI HAMED CENTER PHARMACY,ACTIVE
MOHI1424,DR. RANIA AL- QEDRAH SPECIALIZED ,ACTIVE
MOHI428,DR. RAWHI AL FALEH CLINIC,ACTIVE
MOHI1037,DR. SAAD KHALID SAFFARINI CLINIC,ACTIVE
MOHI441,DR. SABAH ANWAR YOUSEF CLINIC,ACTIVE
MOHM1478,DR. SAID SPECIALITY GYN .OBSTETRICS ,ACTIVE
MOHI448,DR. SALAH EL DIN DENTAL CLINIC,ACTIVE
MOHI449,DR. SALEH CLINIC,ACTIVE
MOH-F-1000403,DR. SAMIA CLINIC,ACTIVE
MOHI853,DR. SAMIA CLINIC,ACTIVE
MOHI453,DR. SAMIR ALI MURAD MEDICAL CENTRE,ACTIVE
MOH-F-1000400,DR. SHERIF SPECIALITY MEDICAL CENTER,ACTIVE
MOHI461,DR. SOLAIMAN IBRAHIM CLINIC,ACTIVE
MOH-F-1000094,DR. SUNNY MEDICAL CENTRE L.L.C,ACTIVE
MOH5346,DR. SUNNY MEDICAL CENTRE LLC,ACTIVE
MOH-F-1000559,DR. TAGHRID AL TAIE DENTAL CLINIC,ACTIVE
MOH5709,DR. TALAL ASKARI MEDICAL CENTER,ACTIVE
MOH-F-1000535,DR. TALAL ASKARI MEDICAL CENTER,ACTIVE
MOH-F-1000211,DR. TIGANI SHAIB MEDICAL CLINIC,ACTIVE
MOHM2227,DR. TIGANI SHAIB MEDICAL CLINIC,ACTIVE
MOH5694,DR. WAFA A. SHALABY CENTRE,ACTIVE
MOHI495,DR. ZAFER BARAKAT CLINIC,ACTIVE
MOH5699,DR. ZAID ESSA BAGHDAN CLINIC,ACTIVE
MOHI496,DR. ZAID ESSA BAGHDAN CLINIC,ACTIVE
MOHI508,DR. ZAID JAWAD CLINIC,ACTIVE
MOH-F-1000035,DR. ZAINAB SALIM ALAZZAWI,ACTIVE
MOHM2440,DR.AHMED YOUSRY SPECILLIZED DENTAL CLINIC,ACTIVE
MOHM1482,DR.ALRSHEED KALAD CLINIC,ACTIVE
MOHI752,DR.ASHOK MENON MEDICAL CENTRE,ACTIVE
MOHI815,DR.BASSAM MEDICAL CLINC,ACTIVE
MOH-F-1000848,DR.KASSEM MEDICAL CENTER LLC,ACTIVE
MOHI370,DR.MURTADA CLINIC,ACTIVE
MOHM2297,DR.NAGLAA AHMED GYNACOLOGY  ,ACTIVE
MOHM1565,DR.NUTRITION MEDICAL CENTRE,ACTIVE
MOH-F-1000823,DR.SAMEEH ZEEN DENTAL CLINIC LLC,ACTIVE
MOH-F-1000845,DR.SAMIHA LUTFI MEDICAL CENTER,ACTIVE
MOH7076,DR.SINAN EYECLINIC,ACTIVE
MOH-F-1000084,DR.SINAN EYECLINIC,ACTIVE
MOHI468,DR.SUNNY MEDICAL CENTRE,ACTIVE
MOH-F-1000466,DR.YASSER SAIF DENTAL CLINIC,ACTIVE
MOH-F-1000517,DR.ZAKIR HUSSAIN DENTAL CLINIC LLC,ACTIVE
MOHM1657,DREAMS SPECIALIZED MEDICAL CENTER,ACTIVE
MOH1012,DUAA PHARMACY,ACTIVE
MOH1231,DUAA PHARMACY,ACTIVE
MOH-F-5000084,DUAA PHARMACY,ACTIVE
MOHM2055,DUBAI COSMETIC SURGERY CLINIC,ACTIVE
MOH-F-1000382,DUBAI OPTICAL,ACTIVE
MOH-F-1000660,DUBAI OPTICAL,ACTIVE
MOH-F-1000662,DUBAI OPTICAL,ACTIVE
MOHM2254,DUBAI SMILE MEDICAL CENTRE,ACTIVE
300191,DUBAL PHARMACY (JULPHAR GRP OF PHY),ACTIVE
MOH-F-1000108,DURAT AL BUHAIRA DENTAL CLINIC,ACTIVE
MOH6516,DUSSELDORF DENTAL CLINIC,ACTIVE
MOHM2065,DYNA TRADE SPECIALITY CLINIC,ACTIVE
MOH-F-5000962,EAGLE PHARMACY LLC,ACTIVE
MOHI524,EASAW CLINIC,ACTIVE
MOH-F-5000724,EAST COAST AHALIA PHARMACY,ACTIVE
MOHI226,EAST COAST MEDICAL CENTRE,ACTIVE
MOHM1530,EAST WEST MEDICALCENTRE,ACTIVE
MOH-F-1000785,EAZY CARE MEDICAL CENTER L.L.C,ACTIVE
MOH-F-5001197,EAZY CARE PHARMACY L L C,ACTIVE
MOHM2032,EBN AL BETAR MEDICAL CLINIC,ACTIVE
MOH6903,EBN HAYAN MEDICAL CENTER,ACTIVE
MOH-F-1000640,EBN HAYAN MEDICAL CENTER,ACTIVE
MOH-F-1000916,EBTESAMA CLINIC DENTAL SURGERY,ACTIVE
MOHM1908,ELAJ MEDICAL CENTRE,ACTIVE
MOH-F-1000607,ELAJ MEDICAL CENTRE L.L.C 01,ACTIVE
MOH-F-5000968,ELAJ MEDICAL CENTRE PHARMACY L.L.C 01,ACTIVE
MOH-F-5000884,ELAJ MEDICAL CENTRE PHARMACY LLC,ACTIVE
MOHM2098,ELEYMAN MEDICAL CENTER,ACTIVE
MOH-F-5001038,ELIAA PHARMACY LLC,ACTIVE
MOH-F-1000338,ELITE MEDICAL CENTER,ACTIVE
MOHI1119,ELITE MEDICAL CENTER,ACTIVE
MOHM1765,ELITE MEDICAL CENTER,ACTIVE
MOH-F-1000336,ELITE SMILE DENTAL CLINICS,ACTIVE
MOH6693,ELM AL AMRHDH MEDICAL LABORATORY,ACTIVE
MOH-F-1000213,ELM AL AMRHDH MEDICAL LABORATORY LLC,ACTIVE
MOHM2051,ELSALAM MEDICAL CENTER,ACTIVE
MOH-F-5001324,EMC PHARMACY LLC ,ACTIVE
MOH5158,EMIRATES CARDIOLOGY CLINIC LLC,ACTIVE
MOH-F-1000272,EMIRATES CARDIOLOGY CLINIC LLC,ACTIVE
MOHM2705,EMIRATES CARDIOLOGY CLINIC LLC,ACTIVE
MOH-F-5000637,EMIRATES DUBAI PHARMACY LLC - RAK BRANCH,ACTIVE
MOH6657,EMIRATES EUROPEAN HOSPITAL LLC ONE DAY SURGERY,ACTIVE
MOH-F-1000173,EMIRATES EUROPEAN HOSPITAL LLC ONE DAY SURGERY,ACTIVE
MOH-F-5000702,EMIRATES EUROPEAN HOSPITAL PHARMACY,ACTIVE
MOHI1098,EMIRATES EYE CLINIC,ACTIVE
MOH-F-1000095,EMIRATES HOSPITALS & CLINICS L L C FUJAIRAH 1,ACTIVE
MOH-F-1000546,EMIRATES HOSPITALS & CLINICS L.L.C- SHJ,ACTIVE
MOH-F-1000237,EMIRATES HOSPITALS AND CLINICS LLC RAS AL KHAIMAH 1,ACTIVE
MOHM1978,EMIRATES INTERNATIONAL HOSPITAL ,ACTIVE
MOH6798,EMIRATES INTERNATIONAL HOSPITAL (ONE DAY SURGERY),ACTIVE
MOH-F-1000081,EMIRATES INTERNATIONAL MEDICAL CENTER,ACTIVE
MOH-F-1000733,EMIRATES INTERNATIONAL MEDICAL CENTRE LLC -1,ACTIVE
MOHI236,EMIRATES MEDICAL CENTER,ACTIVE
MOH7196,EMIRATES MEDICAL CENTER LLC,ACTIVE
MOH-F-1000600,EMIRATES MEDICAL CENTER LLC,ACTIVE
MOH5235,EMIRATES MEDICAL CENTRE,ACTIVE
MOH-F-1000116,EMIRATES MEDICAL CENTRE,ACTIVE
MOHI1338,EMIRATES MEDICAL CENTRE,ACTIVE
MOH5736,EMIRATES MEDICAL LABORATORIES,ACTIVE
MOH-F-1000280,EMIRATES MEDICAL LABORATORY,ACTIVE
MOHI585,EMIRATES MEDICAL LABORATORY ,ACTIVE
MOH1008,EMIRATES PHARMACY,ACTIVE
MOH355,EMIRATES PHARMACY,ACTIVE
MOH-F-5000085,EMIRATES PHARMACY,ACTIVE
MOH-F-5000086,EMIRATES PHARMACY,ACTIVE
MOH684,EMIRATES PHARMACY - AJMAN,ACTIVE
MOH1270,EMIRATES PHARMACY (FUJAIRAH),ACTIVE
MOH265,EMIRATES PHARMACY (RAS AL KHAIMAH),ACTIVE
MOH-F-5000818,EMIRATES PHARMACY LLC - FUJAIRAH BRANCH,ACTIVE
MOH-F-1000206,EMIRATES PRIVATE MEDICAL CENTER,ACTIVE
MOHI1247,EMIRATES PRIVATE MEDICAL CENTER,ACTIVE
MOH5891,ENGAB HOSPITAL FOR ONE DAY CARE,ACTIVE
MOHM1473,ENGAB MEDICAL HOSPITAL,ACTIVE
MOH1435,ENJAB HOSPITAL PHARMACY,ACTIVE
MOH-F-1000179,ENJAB MEDICAL CENTER,ACTIVE
MOH-F-1000804,ERUM SABA MEDICAL CENTER,ACTIVE
MOHI237,ESFANDYAR MEDICAL CLINIC,ACTIVE
MOH-F-1000678,ETIHAD OPTICAL VISION L.L.C SHJ,ACTIVE
MOH-F-1000677,ETIHAD OPTICAL VISION LLC,ACTIVE
MOH6850,EURO ARABIAN ONE DAY SURGERY HOSPITAL,ACTIVE
MOH-F-1000109,EURO ARABIAN ONE DAY SURGERY HOSPITAL,ACTIVE
MOH6541,EUROPEAN DENTAL MEDICAL CENTER,ACTIVE
MOH-F-1000481,EUROPEAN DENTAL MEDICAL CENTER,ACTIVE
MOH5081,EUROPEAN MEDICAL CENTER,ACTIVE
MOHM2143,EUROPEAN MEDICAL CENTER,ACTIVE
MOH6115,EVE FERTLITVE CENTRE,ACTIVE
MOH-F-1000185,EVE FERTLITVE CENTRE,ACTIVE
MOHM1959,EVE FERTLITVE CENTRE,ACTIVE
MOH6269,EVE MEDICAL CENTER,ACTIVE
MOH-F-1000472,EVE MEDICAL CENTER,ACTIVE
MOHM2176,EVE MEDICAL CENTER,ACTIVE
MOH-F-1000580,EVE MEDICAL CENTER LLC RAK,ACTIVE
MOH-F-1000625,EVE MEDICAL CENTRE FUJAIRAH,ACTIVE
MOH-F-1000526,EVE MEDICAL CENTRE L.L.C,ACTIVE
MOH-F-5000849,EVE PHARMACY,ACTIVE
MOH6761,EWAN MEDICAL CENTRE,ACTIVE
MOH6671,EXCEL ENTERPRISES LLC BR1,ACTIVE
MOH-F-5000796,EXPERT PHARMACY LLC,ACTIVE
MOH-F-5000173,EXPERTS PHARMACY,ACTIVE
MOH780,EXPERTS PHARMACY (SHARJAH),ACTIVE
MOH6933,FAGER AL KHALEEJ MEDICAL CENTRE,ACTIVE
MOH6276,FAHEEM TADROS MEDICAL CENTER,ACTIVE
MOH-F-5001177,FAITH CAP 2 PHARMACY LLC,ACTIVE
MOH-F-5001134,FAITH CARE PHARMACY LLC,ACTIVE
MOH-F-5000937,FAITH ZONE PHARMACY FZC,ACTIVE
MOH1583,FALCON TOWER PHARMACY,ACTIVE
MOH238,FALCON TOWER PHARMACY - AJM,ACTIVE
MOH-F-1000577,FAMILY CARE MEDICAL CENTER,ACTIVE
MOH-F-5000325,FAMILY CARE PHARMACY LLC,ACTIVE
MOHI645,FAMILY CLINIC,ACTIVE
MOH-F-1000694,FAMILY DENTAL CENTER LLC,ACTIVE
MOHI637,FAMILY MEDICAL  CLINIC,ACTIVE
MOH6077,FAMILY MEDICAL CENTER,ACTIVE
MOH-F-1000202,FAMILY MEDICAL CENTER,ACTIVE
MOHM1911,FAMILY MEDICAL CLINIC,ACTIVE
MOHM2439,FAMILY MEDICAL CLINIC,ACTIVE
MOH647,FAMILY PHARMACY,ACTIVE
MOH567,FAMILY PHARMACY (FUJAIRAH),ACTIVE
MOH-F-1000798,FAMILY STAR MEDICAL CENTRE L L C,ACTIVE
MOH-F-5001199,FAMILY STAR PHARMACY L L C,ACTIVE
MOH-F-5000918,FAMILYCARE PHARMACY LLC,ACTIVE
MOHM2588,FARAH SPECIALIST MEDICAL CENTRE,ACTIVE
MOH98,FATHIMA AL ZAHRA PHARMACY,ACTIVE
MOHI1017,FATHIMA DENTAL CENTRE,ACTIVE
MOH5309,FATHIMA MEDICAL CENTER,ACTIVE
MOH-F-1000391,FATHIMA MEDICAL CENTRE,ACTIVE
MOHM2011,FATHY EMARA MEDICAL CENTRE,ACTIVE
MOHI244,FATIMA ABU SHOUK SPECIALITY CLINIC,ACTIVE
MOH-F-5000605,FATIMA AL ZAHRAA PHARMACY,ACTIVE
MOH-F-1000826,FATIMA ALHADARI MEDICAL CENTER,ACTIVE
MOHI246,FAZUL CLINIC,ACTIVE
MOH-F-1000876,FERTICLINIC FERTILIZATION CENTER LLC OPC,ACTIVE
MOH-F-1000778,FERTICLINIC FERTILIZATION CENTRE L.L.C,ACTIVE
MOH-F-5001279,FERTICLINIC PHARMACY,ACTIVE
MOH-F-5000731,FIRST AID PHARMACY LLC,ACTIVE
MOH6725,FIRST CARE DENTAL CLINIC,ACTIVE
MOH-F-1000370,FIRST CARE DENTAL CLINIC,ACTIVE
MOH1589,FIRST CARE PHARMACY,ACTIVE
MOH-F-5000194,FIRST CARE PHARMACY,ACTIVE
MOH-F-5000956,FIRST DEAR HEALTH PHARMACY,ACTIVE
MOH-F-1000614,FIRST GULF MEDICAL CENTER,ACTIVE
MOH6321,FIRST GULF MEDICAL CENTRE,ACTIVE
MOHM2245,FIRST GULF MEDICAL CENTRE,ACTIVE
MOH-F-1000918,FIRST HEALTH MEDICAL CENTER LLC,ACTIVE
MOH-F-1000199,FIRST ROYALTY DENTAL CENTER,ACTIVE
MOHM2072,FIRST ROYALTY DENTAL CENTER,ACTIVE
MOH-F-5001303,FIRST STEP PHARMACY L.L.C.SP,ACTIVE
MOH-F-1000759,FIRST TREATMENT MEDICAL CENTER,ACTIVE
MOH6967,FLORIDA DENTAL CLINIC,ACTIVE
MOH-F-1000188,FLORIDA DENTAL CLINIC,ACTIVE
MOH-F-1000693,FLOW MEDICAL CENTER AND PHYSIOTHERAPY,ACTIVE
MOHM1643,FRENCH CENTRE FOR DENTAL IMPLANT,ACTIVE
MOH5589,FRENCH MEDICAL CENTRE,ACTIVE
MOH-F-1000406,FRENCH MEDICAL CENTRE,ACTIVE
MOH-F-1000413,FRESHDENT DENTAL CENTER,ACTIVE
MOH-F-1000768,Fujairah Chiropractic Clinic,ACTIVE
MOH-F-0060014,FUJAIRAH HOSPITAL,ACTIVE
MOHI248,FUJAIRAH MATERNITY HOSPITAL,ACTIVE
MOH-F-1000788,FUJAIRAH ORTHOPAEDICS AND PHYSIOTHERAPY CENTER,ACTIVE
MOHM2614,FUJAIRAH ORTHOPAEDICS AND PHYSIOTHERAPY CENTER,ACTIVE
MOH62,FUJAIRAH PHARMACY,ACTIVE
MOH5240,FUJAIRAH PORT CLINIC,ACTIVE
MOH-F-1000467,FUJAIRAH PORT MEDICAL CENTRE,ACTIVE
MOHI250,FUJAIRAH PORT MEDICAL CENTRE,ACTIVE
MOH-F-5000596,FUJAIRAH PORT PHARMACY,ACTIVE
MOH-F-1000165,FUTURE CENTER FOR REHABILITATION AND PHYSIOTHERAPY,ACTIVE
MOHM1984,G.M.C HOSPITAL,ACTIVE
MOHI1173,G.M.C. HOSPITAL  RESERCH CENTRE,ACTIVE
MOH-F-1000667,GAELAN MEDICAL CARE ONE DAY SURGERY HOSPITAL LLC,ACTIVE
MOH-F-5001057,GAELAN PHARMACY LLC,ACTIVE
MOH-F-1000346,GALAL MEDICAL CENTRE,ACTIVE
MOH-F-5000694,GALAXY PHARMACY LLC,ACTIVE
MOH-F-1000126,GANIN MEDICAL CENTER,ACTIVE
MOH1764,GARDEN PHARMACY LLC,ACTIVE
MOH-F-5000321,GARDEN PHARMACY LLC,ACTIVE
MOH-F-1000576,GARDINIA DENTAL CLINIC,ACTIVE
MOHI252,GAYATREE MEDICAL CENTRE,ACTIVE
MOH-F-1000129,GENOVA MEDICAL CENTRE,ACTIVE
MOH-F-1000836,GENTLE CARE MEDICAL CENTER,ACTIVE
MOHM2401,GENTLE CARE MEDICAL CENTRE,ACTIVE
MOHM1788,GERMAN MEDICAL CENTRE,ACTIVE
MOHM2100,GERMAN MEDICAL CENTRE,ACTIVE
MOH5740,GERMAN MEDICAL OASIS,ACTIVE
MOH6816,GERMAN MEDICAL OASIS,ACTIVE
MOH6449,GERMAN PEARL DENTAL CLINIC,ACTIVE
MOH415,GHAZAL JUMEIRAH PHARMACY - DUBAI,ACTIVE
MOH678,GHAZALI PHARMACY,ACTIVE
MOHI258,GILL CLINIC,ACTIVE
MOH-F-5001052,GLOBAL CARE PHARMACY,ACTIVE
MOH-F-1000894,GLOBAL HEALTH CARE MEDICAL CENTER LLC,ACTIVE
MOHM2250,GLOBAL MEDICAL CENTRE,ACTIVE
MOH2558,GMC MEDICAL AND DENTAL SPECIALITY CENTER-SHARJAH BRANCH ,ACTIVE
MOH1637,GMC SHARJAH PHARMACY,ACTIVE
MOH-F-1000490,GOLDEN CROWN PHYSIOTHERAPY CENTRE,ACTIVE
MOH-F-1000763,GOLDEN HANDS MEDICAL CENTRE,ACTIVE
MOHI427,GOLDEN ICARE MEDICAL CENTRE,ACTIVE
MOH-F-5000090,GOLDEN LIFE PHARMACY,ACTIVE
MOH1325,GOLDEN LIFE PHARMACY,SHARJAH,ACTIVE
MOHM2679,GOLDEN STAR CHILDRENS CLINIC,ACTIVE
MOH-F-1000355,GOLDEN STAR MEDICAL CENTER,ACTIVE
MOH-F-5001188,GOLDEN STAR PHARMACY  L L C,ACTIVE
MOH6441,GOOD HEALTH SPECIALIZED MEDICAL CENTRE,ACTIVE
MOH-F-1000050,GOOD HEALTH SPECIALIZED MEDICAL CENTRE,ACTIVE
MOHM2428,GOOD HEALTH SPECIALIZED MEDICAL CENTRE,ACTIVE
MOH269,GRAND AL MAFRAQ PHARMACY,ACTIVE
MOH369,GRAND AL MAFRAQ PHARMACY,ACTIVE
MOH1540,GRAND ARABIAN HOME PHARMACY,ACTIVE
MOH267,GRAND ARABIAN HOME PHARMACY,ACTIVE
MOH985,GRAND ARABIAN HOME PHARMACY,ACTIVE
MOH-F-5000352,GRAND EMIRATES PHARMACY,ACTIVE
MOH423,GRAND EMIRATES PHARMACY - AJMAN,ACTIVE
MOH1733,GRAND EMIRATES PHARMACY /L.L.C,ACTIVE
MOH1493,GRAND HAMAD PHARMACY,ACTIVE
MOH540,GRAND HAMAD PHARMACY,ACTIVE
MOH-F-5000092,GRAND HAMAD PHARMACY LTD,ACTIVE
MOH-F-5000620,GRAND MAKKAH PHARMACY,ACTIVE
MOH-F-1000841,GRAND METRO OPTICALS LLC,ACTIVE
MOH-F-1000215,GRAND OPTICALS,ACTIVE
MOHI1237,GRAND OPTICALS,ACTIVE
MOH5369,GRAND OPTICS,ACTIVE
MOH1552,GRAND OPTICS - AJMAN,ACTIVE
MOHM1552,GRAND OPTICS - AJMAN,ACTIVE
MOH-F-1000706,GRAND OPTICS LLC,ACTIVE
MOH6703,GRAND OPTICS LLC BR 1,ACTIVE
MOHM2657,GRAND OPTICS LLC BR 2,ACTIVE
MOH6704,GRAND OPTICS LLC BR 3,ACTIVE
MOH6631,GRAND OPTICS LLC BR 4,ACTIVE
MOH6679,GRAND OPTICS LLC BR 5,ACTIVE
MOH-F-1000708,GRAND OPTICS LLC SHJ,ACTIVE
MOH1214,GRAND PHARMACY,ACTIVE
MOH-F-5000093,GRAND PHARMACY,ACTIVE
MOH5943,GRAND SUNGLASSES,ACTIVE
MOH6033,GRAND SUNGLASSES,ACTIVE
MOH-F-1000589,GRAND SUNGLASSES,ACTIVE
MOHM2217,GRAND SUNNY MEDICAL CENTER,ACTIVE
MOH-F-5000880,GRAND SWISS CARE PHARMACY LLC,ACTIVE
MOH-F-5001154,GUARDIAN PHARMACY LLC,ACTIVE
MOHM2431,GULF ASIAN MEDICAL SPECIALITIES ,ACTIVE
MOHM2180,GULF CENMENT COMPANY CLINIC,ACTIVE
MOH-F-1000243,GULF CLUB PHYSIOTHERAPY CENTER,ACTIVE
