code,description,type
368401-240,(IBUPROFEN (AS SODIUM DEHYDRATE) : 200 MG)  SUGAR COATED TABLETS,10
111401-117,(SIMVASTATIN : 20 MG)  TABLETS,10
111911-100,(SODIUM CHLORIDE : 9 MG/ML)  SOLUTION FOR INFUSION,10
111915-100,(SODIUM CHLORIDE : 0.45)  SOLUTION FOR INFUSION,10
269901-194,(WATER FOR INJECTIONS : 100%)  LIQUID FOR IRRIGATION,10
272901-037,(POLYETHYLENE GLYCOL : 0.4%) (PROPYLENE GLYCOL : 0.3%)  EYE DROPS,10
274302-039,(LEVOFLOXACIN (AS HEMIHYDRATE) : 250 MG)  FILM COATED TABLETS,10
212101-117,(PRAVASTATIN SODIUM : 40 MG)  TABLETS,10
176203-051,(MAGNESIUM SULFATE : 500 MG/ML)  INJECTION,10
226103-261,(BIFONAZOLE : 10 MG/ML)  TOPICAL SOLUTION,10
120503-170,(TIMOLOL : 0.1%)  EYE GEL,10
111903-022,(SODIUM CHLORIDE : 0.9%)  DROPS,10
255101-015,(PYRETHRIN : 5%)  CREAM,10
144802-145,(CEFRADINE : 500 MG)  CAPSULES (HARD GELATIN),10
103207-100,(CIPROFLOXACIN : 200 MG)  SOLUTION FOR INFUSION,10
153801-117,(RIBAVIRIN : 200 MG)  TABLETS,10
108206-267,(ESTRADIOL : 100 MCG)  TRANSDERMAL PATCHES,10
167502-055,(FUROSEMIDE : 10 MG/ML)  LIQUID,10
115204-117,(AMINO ACID : N/A)  TABLETS,10
103701-111,(CHARCOAL ACTIVATED : 50 G)  SUSPENSION,10
105101-117,(HERBS : N/A)  TABLETS,10
107801-015,(METHYLPREDNISOLONE ACEPONATE : 0.1%)  CREAM,10
111501-027,(SODIUM BICARBONATE : 1625MG) (ASPIRIN : 324 MG) (CITRIC ACID : 965MG)  EFFERVESCENT TABLETS,10
131101-051,(RABIES IMMUNOGLOBULIN : 16%)  INJECTION,10
129708-139,(BECLOMETHASONE DDIPROPIONATE : 100 MCG/DOSE)  AEROSOL INHALER,10
071801-138,(MAGNESIUM ALGINATE : 1.66 % W/W) (HYALURONIC ACID LOW M.W : 0.1% W/W) (SIMETHICONE : 0.26 % W/W)  SOLUTION (ORAL),10
198104-102,(TOPOTECAN (AS HYDROCHLORIDE) : 4MG/4ML)  SOLUTION FOR INJECTION,10
312002-072,(ETHINYL ESTRADIOL : 600 MCG) (NORELGESTROMIN : 6 MG)  PATCHES,10
632502-102,(IRON SUCROSE : 20 MG/ML)  SOLUTION FOR INJECTION,10
935211-102,(TIRZEPATIDE : 7.5 MG/0.6ML)  SOLUTION FOR INJECTION,10
013001-081,(BIFIDOBACTERIUM BIFIDUM : 0.5 MG/5ML) (BIFIDOBACTERIUM LACTIS : 3.33 MG/5ML) (BIFIDOBACTERIUM LONGUM : 2.5 MG/5ML) (INULIN : 50 MG/5ML) (LACTOBACILLUS ACIDOPHILUS : 12.5 MG/5ML)  POWDER FOR RECONSTITUTION,10
029301-006,(FENUGREEK (SEED) : 150 MG) (ASHWAGANDHA ROOT : 150 MG) (TRIBULUS TERRESTRIS EXTRACT : 125 MG) (GINSENG EXTRACT : 50 MG) (L-ARGININE : 50 MG) (L-CITRULLINE : 50 MG) (VITAMIN D : 200 IU)  CAPSULES,10
059701-337,(PEMETREXED (DISODIUM) : 500 MG)  POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION,10
831102-385,(SODIUM HYALURONATE : 0.08% /20ML) (SODIUM CHLORIDE : 1.789% /20ML)  NASAL SPRAY,10
879201-145,(IRON : 30 MG) (ASCORBIC ACID (VITAMIN C) : 70 MG) (VITAMIN B12 : 10 MCG) (VITAMIN B6 : 3 MG) (FOLIC ACID : 300 MCG)  CAPSULES (HARD GELATIN),10
891602-043,(SOY PHOSPHATIDYLCHOLINE : 68.70 MG / G) (POLYSORBATE 80 : 8.50 MG/G) (BUTYLATED HYDROXYTOLUENE : 0.20 MG/G)  GEL,10
907401-337,(LURBINECTEDIN : 4 MG)  POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION,10
901102-102,(HUMAN NORMAL IMMUNOGLOBULIN : 5 G/100ML)  SOLUTION FOR INJECTION,10
915501-337,(TRASTUZUMAB DERUXTECAN : 20 MG/ML)  POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION,10
284402-015,(EFLORNITHINE HCL MONOHYDRATE (AS ANHYDROUS) : 11.5%)  CREAM,10
215501-014,(RITUXIMAB : 100 MG/10ML)  CONCENTRATE FOR SOLUTION FOR INFUSION,10
770801-030,(SIMETHICONE : 2 G/100ML) (DILL OIL : 0.1G/100ML)  EMULSION,10
797201-107,(SODIUM CHLORIDE : 0.8%) (POTASSIUM CHLORIDE : 0.02%) (DISODIUM HYDROGEN PHOSPHATE : 0.144%) (POTASSIUM DIHYDROGEN PHOSPHATE : 0.024 %)  SPRAY,10
243305-331,(OLOPATADINE (AS HCL) : 1 MG/ML)  EYE DROPS (SOLUTION),10
845701-145,(LACTOBACILLUS ACIDOPHILUS (NCFM) : 54.8 MG) (LACTOBACILLUS PARACASEI (LPC-37) : 39.2 MG) (BIFIDOBACTERIUM LACTIS (BI-07) : 33.1 MG) (BIFIDOBACTERIUM LACTIS (BL-04) : 20.7 MG) (BIFIDOBACTERIUM LACTIS (BL-02) : 2.2 MG)  CAPSULES (HARD GELATIN),10
255702-046,(CHOLESTYRAMINE : 4 G)  GRANULES FOR RECONSTITUTION,10
134606-113,(DIPHTHERIA TOXOID : 25 LF/0.5ML) (TETANUS TOXOID : 5 LF/0.5ML) (PERTUSSIS TOXOID VACCINE : 4 IU/0.5ML)  SUSPENSION FOR INJECTION,10
634001-097,(CALCITRIOL : 0.25 MCG) (ZINC : 7.5 MG) (CALCIUM : 200 MG)  SOFT GELATIN CAPSULES,10
414202-209,(PARACETAMOL : 600 MG) (PHENYLEPHRINE HCL : 10 MG)  ORAL POWDER,10
669201-060,(COLLAGENASE CLOSTRIDIUM HISTOLYTICUM : 0.9 MG)  LYOPHILIZED POWDER FOR INJECTION,10
139105-404,(CALCIUM POLYSTRYENE SULFONATE : 99.934 G / 100G)  POWDER FOR ORAL/RECTAL SUSPENSION,10
142302-102,(CLONIDINE HCL : 150 MCG/ML)  SOLUTION FOR INJECTION,10
576301-097,(CURCUMA LONGA : 42 MG)  SOFT GELATIN CAPSULES,10
582701-043,(SODIUM HYALURONATE : 10 MG/ML) (HYDROXYETHYL STARCH : 5 MG/ML)  GEL,10
665001-117,(MARINE COLLAGEN : 100 MG) (GLUCOSAMINE : 750 MG) (SILICON : 10 MG) (QUERCETIN : 15 MG) (HYALURONIC ACID : 30 MG) (METHYLSULPHONYL-METHANE (MSM) : 200 MG) (CHONDROITIN : 200 MG)  TABLETS,10
385803-080,(CEFTAZIDIME (AS PENTAHYDRATE) : 500 MG)  POWDER FOR INJECTION,10
249901-100,(DEXMEDETOMIDINE (AS HCL) : 100 MCG/ML)  SOLUTION FOR INFUSION,10
310108-103,(CALCIUM CHLORIDE : 0.184 G/L) (GLUCOSE ANHYDROUS : 2.27% W/V) (SODIUM CHLORIDE : 538 MG/100ML) (MAGNESIUM CHLORIDE : 0.0051%W/V) (SODIUM LACTATE : 0.448%W/V)  SOLUTION FOR PERITONEAL DIALYS,10
277502-039,(TOPIRAMATE : 50 MG)  FILM COATED TABLETS,10
405101-043,(STANNOUS FLUORIDE : 0.4%)  GEL,10
412101-117,(PANTOTHENIC ACID (VITAMIN B5) : 20 MG) (INOSITOL : 1 MG) (RIBOFLAVINE (VITAMIN B2) : 10 MG) (BIOTIN : 45 MCG) (FOLIC ACID : 400 MCG) (THIAMINE (VITAMIN B1) : 10 MG) (ASCORBIC ACID (VITAMIN C) : 500 MG) (PABA : 1 MG) (VITAMIN B12 (CYANOCOBALAMIN) : 12 MG) (VITAMIN E (AS D-ALPHA TOCOPHEROL) : 30 IU) (VITAMIN B6 (AS PYRIDOXINE HCL) : 5 MG) (NIACIN(AS NIACINAMIDE) : 100 MG) (CHOLINE BITARTRATE : 1 MG)  TABLETS,10
517001-039,(FRUCTOOLIGOSACCHARIDES : 100 MG) (LACTCOBACILLUS SPOROGENES : 12 MG)  FILM COATED TABLETS,10
204106-102,(VERAPAMIL HCL : 5 MG/2ML)  SOLUTION FOR INJECTION,10
115903-117,(AMLODIPINE : 2.5 MG)  TABLETS,10
347801-148,(MULTIVITMINS & MINERALS : N/A)  CAPSULES (SOFT GELATIN),10
106625-008,(PARACETAMOL : 85.56MG)  CHEWABLE TABLETS,10
370402-051,(AMINO ACIDS : 612.4 MG/ML)  INJECTION,10
297806-117,(HYDROCORTISONE : 10 MG)  TABLETS,10
375901-117,(VITAMIN D : 1000 IU)  TABLETS,10
113403-078,(COAGULATION FACTOR IX : 100 IU/ML)  POWDER FOR INFUSION,10
249701-065,(COAL TAR : 4%) (SALICYLIC ACID : 3%) (CETYL ALCOHOL : N/A) (SULFUR : 3%)  OINTMENT,10
265801-163,(BUTAMIRATE DIHYDROGEN CITRATE : 0.5%)  DROPS (ORAL),10
266701-214,(SODIUM POLYSTYRENE SULFONATE  : N/A)  POWDER FOR ORAL / RECTAL,10
275201-117,(CHLORTHALIDONE : 25 MG) (ATENOLOL : 100 MG)  TABLETS,10
276801-037,(PILOCARPINE : 2%) (TIMOLOL : 0.5%)  EYE DROPS,10
191701-223,(GLYCEROL : 0.7G)  RECTAL SUPPOSITORIES,10
140403-271,(MICONAZOLE : 400 MG)  VAGINAL OVULES,10
216503-100,(MANNITOL : 15%)  SOLUTION FOR INFUSION,10
155302-223,(MELOXICAM : 15 MG)  RECTAL SUPPOSITORIES,10
155301-145,(MELOXICAM : 7.5 MG)  CAPSULES (HARD GELATIN),10
226101-015,(BIFONAZOLE : 10 MG/G)  CREAM,10
125805-140,(POVIDONE IODINE : 10 G/100ML)  ANTISEPTIC SOLUTION,10
133003-145,(CEFACLOR : 250 MG)  CAPSULES (HARD GELATIN),10
157001-145,(DULOXETINE (AS HCL) : 30 MG)  CAPSULES (HARD GELATIN),10
101902-051,(ACETAZOLAMIDE : 500 MG)  INJECTION,10
168604-117,(MIDAZOLAM : 7.5 MG)  TABLETS,10
109509-038,(ERYTHROMYCIN : 5 MG)  EYE OINTMENT,10
114302-039,(GLIMEPIRIDE : 2 MG) (METFORMIN HCL : 500 MG)  FILM COATED TABLETS,10
117304-117,(BROMELAIN : 22 MG)  TABLETS,10
101302-013,(PACLITAXEL : 30 MG/5ML)  CONCENTRATE FOR INFUSION,10
127601-051,(AZTREONAM : 1 G)  INJECTION,10
134601-113,(DIPHTHERIA TOXOID : N/A) (PERTUSSIS TOXOID VACCINE : N/A) (TETANUS TOXOID : N/A)  SUSPENSION FOR INJECTION,10
152701-011,(PANCREATIN : N/A) (ASPERGILLUS ORYZAE EXTRACT : N/A)  COATED TABLETS,10
008901-117,(NADH (NICOTINAMIDE ADENINE DINUCLEOTIDE H) : 5 MG) (COENZYME Q10 : 50 MG) (SERINE (L-SERINE) : 20 MG) (VITAMIN C (ASCORBIC ACID) : 40 MG)  TABLETS,10
627601-117,(ONDANSETRON (AS HCL) : 4 MG)  TABLETS,10
060101-360,(LIDOCAINE : 1% W/W) (CETRIMIDE : 0.1% W/W) (POLYVINYL POLYMER (MOWITAL B30HH) : 2.8% W/W)  ANTISEPTIC SOLUTION SPRAY,10
062802-483,(AMOXICILLIN (AS TRIHYDRATE) : 125 MG/5ML)  POWDER FOR RECONSTITUTION SUSPENSION,10
956601-102,(LIPEGFILGRASTIM : 6 MG/0.6ML)  SOLUTION FOR INJECTION,10
551005-006,(LIPOSOMAL IRON : 30 MG)  CAPSULES,10
147901-102,(CISPLATINUM : 50 MG/50ML)  SOLUTION FOR INJECTION,10
986101-027,(VITAMIN D3 (CHOLECALCIFEROL) : 4000 IU (100MCG)) (CALCIUM : 500 MG)  EFFERVESCENT TABLETS,10
005501-058,(VITAMIN C (L-ASCORBIC ACID) : 38.33 MG) (BETA GLUCAN : 16.77 MG) (ZINC SULPHATE : 5.75 MG)  LOZENGES,10
008101-117,(VITAMIN A (AS RETINYL PALMITATE) : 1667.67 IU) (VITAMIN B1 (THIAMINE) : 1.67 MG) (VITAMIN B2 (RIBOFLAVIN) : 0.67 MG) (VITAMIN B6 (AS PYRIDOXINE HCL) : 1.67 MG) (VITAMIN B12 (CYANOCOBALAMIN) : 2.67 MCG) (BIOTIN : 1.67 MG) (FOLIC ACID : 66.67 MCG) (VITAMIN B3 : 8.33 MG) (VITAMIN B5 : 5 MG) (VITAMIN C (ASCORBIC ACID) : 40 MG) (VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE) : 5 IU) (VITAMIN D3 (CHOLECALCIFEROL) : 333.33 IU) (CALCIUM (AS CARBONATE + CALCIUM PHOSPHATE DIBASIC) : 66.67 MG) (PHOSPHORUS (AS CALCIUM PHOSPHATE DIBASIC) : 30 MG) (MAGNESIUM(AS MAGNESIUM OXIDE) : 16.67 MG) (ZINC GLUCONATE : 5 MG) (MANGANESE GLUCONATE : 0.67 MG) (COPPER (AS CUPRIC OXIDE)  : 0.67 MG) (PABA (P-AMINOBENZOIC ACID) : 3.33 MG) (CHOLINE BITARTRATE : 3.33 MG) (INOSITOL : 10 MG)  TABLETS,10
251102-036,(DESVENLAFAXINE (AS SUCCINATE) : 100 MG)  EXTENDED RELEASE TABLETS,10
896001-117,(SENNA FRUIT : 7.5 MG)  TABLETS,10
938501-380,(N-ACETYL CYSTEINE : 1% W/W) (METHYLSULPHONYL-METHANE (MSM) : 1% W/W)  SPRAY SOLUTION,10
142312-210,(CLONIDINE HCL : 10 MCG/ML)  ORAL SUSPENSION,10
396305-102,(BUPIVACAINE (AS HYDROCHLORIDE) : 20MG/4ML)  SOLUTION FOR INJECTION,10
211302-102,(LINCOMYCIN (AS HCL) : 600MG/2ML)  SOLUTION FOR INJECTION,10
813901-172,(CALCIUM CHLORIDE (AS DIHYDRATE) : 0.048%) (SODIUM CHLORIDE : 0.64%) (POTASSIUM CHLORIDE : 0.075%) (MAGNESIUM CHLORIDE : 0.03%) (SODIUM ACETATE  : 0.39%) (SODIUM CITRATE : 0.17%)  EYE SOLUTION FOR IRRIGATION (STERILE),10
131703-036,(METOPROLOL : 50 MG)  EXTENDED RELEASE TABLETS,10
836902-072,(ESTRADIOL : 3.2 MG/24 HR) (NORETHISTERONE ACETATE : 11.2 MG/24HR)  PATCHES,10
866801-229,(CITRIC ACID ANHYDROUS : 429 MG) (GLUCOSE : 1826 MG) (POTASSIUM CHLORIDE : 150 MG) (SODIUM CHLORIDE : 176 MG)  SOLUBLE TABLETS,10
533801-016,(ESOMEPRAZOLE (AS MAGNESIUM) : 20 MG)  DELAYED-RELEASE CAPSULES,10
106605-110,(PARACETAMOL : 125 MG)  SUPPOSITORY,10
344003-170,(HYPROMELLOSE : 3 MG/G)  EYE GEL,10
549401-099,(PURIFIED WATER : N/A) (XANTHAN GUM : N/A) (MICROCRYSTALLINE CELLULOSE : N/A) (SODIUM CARBOXY METHYLCELLULOSE : N/A)  SOLUTION,10
260303-117,(RISPERIDONE : 3 MG)  TABLETS,10
204501-358,(LUTEINIZING HORMONE (LH) : 75 IU) (FOLLICLE STIMULATING HORMONE (FSH) : 75 IU)  POWDER AND SOLVENT FOR INJECTION,10
646501-055,(BAMBO : 150 MG) (ASCORBIC ACID (VITAMIN C) : 90 MG) (HYALURONIC ACID : 50 MG) (ALPHA LIPOIC ACID : 50 MG) (VITAMIN B3 : 16 MG) (ZINC : 10 MG) (VITAMIN A : 0.8 MG) (METHYLSULPHONYL-METHANE (MSM) : 50 MG) (VITAMIN E : 12 MG) (BIOTIN : 0.03 MG) (SELENIUM : 0.055 MG) (FOLIC ACID : 0.3 MG) (HYDROLYZED COLLAGEN : 5000 MG)  LIQUID,10
545908-075,(SODIUM POLYSTYRENE SULFONATE : 99.934 G / 100G)  POWDER,10
369101-099,(CASTELLANI : N/A)  SOLUTION,10
415801-180,(SODIUM : 5 MG) (ERGOCALCIFEROL (VITAMIN D2) : 100 IU) (CALCIUM (AS TRICALCIUM PHOSPHATE) : 100 MG) (PHOSPHORUS (AS TRICALCIUM PHOSPHATE) : 1250 IU)  GUMEE,10
512201-006,(CRANBERRY EXTRACT : 300 MG) (NETTLE EXTRACT : 50 MG) (D-MANNOSE : 50 MG)  CAPSULES,10
527801-080,(MENINGOCOCCAL POLYSACCHARIDE SEROGROUP GROUP A : 5 MCG/0.5ML) (MENINGOCOCCAL POLYSACCHARIDE SEROGROUP GROUP C : 5 MCG/0.5ML) (MENINGOCOCCAL POLYSACCHARIDE SEROGROUP GROUP W : 5 MCG/0.5ML) (MENINGOCOCCAL POLYSACCHARIDE SEROGROUP GROUP Y : 5 MCG/0.5ML)  POWDER FOR INJECTION,10
227303-102,(NALOXONE HCL : 400 MCG/ML)  SOLUTION FOR INJECTION,10
111944-038,(SODIUM CHLORIDE : 50 MG/G)  EYE OINTMENT,10
275103-145,(TEMOZOLOMIDE : 250 MG)  CAPSULES (HARD GELATIN),10
286201-006,(DIACEREIN : 50 MG)  CAPSULES,10
111206-051,(VITAMIN B12 : 1 MG)  INJECTION,10
215605-065,(CENTELLA ASIATICA EXRACT : 10 MG/G)  OINTMENT,10
150703-117,(PARACETAMOL : 500 MG) (CODEINE : 8 MG)  TABLETS,10
107504-113,(DIPHTHERIA TOXOID : 5 LF) (TETANUS TOXOID : 5 LF)  SUSPENSION FOR INJECTION,10
128202-111,(SULFAMETHOXAZOLE : 200 MG/5ML) (TRIMETHOPRIM : 40 MG/5ML)  SUSPENSION,10
191804-223,(GLYCERIN : 900MG)  RECTAL SUPPOSITORIES,10
220701-117,(TELMISARTAN : 40 MG)  TABLETS,10
232402-039,(ESOMEPRAZOLE : 20 MG)  FILM COATED TABLETS,10
245302-117,(PERGOLIDE : 0.25 MG)  TABLETS,10
124802-027,(ASCORBIC ACID (VITAMIN C) : 200 MG) (ASPIRIN : 330 MG)  EFFERVESCENT TABLETS,10
176121-102,(EPOETIN ALFA (ERYTHROPOIETIN) : 40000 IU/ML)  SOLUTION FOR INJECTION,10
119204-080,(CEFTAZIDIME : 250 MG)  POWDER FOR INJECTION,10
157102-006,(GANCICLOVIR : 250 MG)  CAPSULES,10
119803-117,(PREDNISOLONE : 20 MG)  TABLETS,10
197803-102,(INSULIN - REGULAR (RECOMBINANT HUMAN) : 100 IU/ML)  SOLUTION FOR INJECTION,10
116505-085,(AMPICILLIN : 250 MG/5ML)  POWDER FOR SUSPENSION,10
108101-117,(DESLORATADINE : 5 MG)  TABLETS,10
116204-215,(CLAVULANIC ACID : 57 MG/5ML) (AMOXICILLIN : 400 MG/5ML)  POWDER FOR SYRUP,10
128801-202,(XYLOMETAZOLINE HYDROCHLORIDE : 0.05%)  NASAL DROPS,10
144403-116,(MYCOPHENOLATE MOFETIL : 200 MG/ML)  SYRUP,10
103204-037,(CIPROFLOXACIN : 0.3%)  EYE DROPS,10
144301-039,(CITALOPRAM : 40 MG)  FILM COATED TABLETS,10
349110-097,(FISH OIL : 1.07 G)  SOFT GELATIN CAPSULES,10
053701-006,(FRUQUINTINIB : 5 MG)  CAPSULES,10
163702-116,(AMMONIUM CHLORIDE : 25 MG/5ML) (CHLORPHENIRAMINE MALEATE : 2 MG/5ML) (DEXTROMETHORPHAN : 10 MG/5ML) (GUAIFENESIN : 100 MG/5ML)  SYRUP,10
064301-083,(GLUCOSAMINE HCL : 1500 MG) (CHONDROITIN : 600 MG) (CALCIUM PHOSPHATE : 600 MG) (METHYLSULFONYLMETHANE : 400 MG) (COLLAGEN : 40 MG) (BROMELAIN : 50 MG) (VITAMIN D3 (CHOLECALCIFEROL) : 10 MCG(400 IU))  POWDER FOR SOLUTION,10
184802-408,(FLUCLOXACILLIN : 250 MG)  POWDER FOR SOLUTION FOR INJECTION/ INFUSION,10
974801-006,(SOYA PROTEIN ISOLATE : 300 MG)  CAPSULES,10
987901-116,(VITAMIN B1 (THIAMINE) : 100 MG) (VITAMIN B2 (RIBOFLAVIN) : 100 MG) (VITAMIN B3 (NIACIN) : 10 MG) (VITAMIN B6 (AS PYRIDOXINE HCL) : 100 MG) (FOLIC ACID : 300 MCG) (VITAMIN B12 (CYANOCOBALAMIN) : 1000 MCG)  SYRUP,10
443810-117,(BIOTIN : 1000 MCG)  TABLETS,10
616502-133,(FLASH GLUCOSE MONITORING SYSTEM READER : N/A)  DEVICE,10
193803-015,(ISOCONAZOLE NITRATE : 1 G/100G)  CREAM,10
108106-290,(DESLORATADINE : 2.5 MG)  ORODISPERSIBLE TABLET,10
722301-117,(NIACINAMIDE : 25 MG) (PYRIDOXINE : 15 MG) (FOLIC ACID : 800 MCG) (RIBOFLAVIN : 7 MG) (VITAMIN C : 100 MG) (CALCIUM CARBONATE : 250 MG) (BIOTIN : 30 MCG) (MAGNESIUM OXIDE : 50 MG) (BETACAROTENE : 899 MCG) (THIAMINE : 6 MG) (IODINE (AS POTASSIUM IODIDE) : 150 MCG) (CYANOCOBALAMIN : 12 MCG) ( SELENIUM : 25 MCG) (VITAMIN A : 3 MG) (DOCUSATE SODIUM : 20 MG) (ZINC : 15 MG) (VITAMIN E : 25 MG) (COPPER : 2 MG) (MOLYBDINIUM : 25 MCG) (MANGANESE SULFATE : 5 MG) (IRON : 45 MG) (VITAMIN D : 250 IU) (CHROMIUM : 25 MCG)  TABLETS,10
134008-102,(BROMHEXINE HYDROCHLORIDE : 4 MG/2ML)  SOLUTION FOR INJECTION,10
652402-145,(IRON (FROM FERROCHEL IRON BISGLYCINATE) : 25 MG)  CAPSULES (HARD GELATIN),10
256601-102,(ALFENTANIL (AS HYDROCHLORIDE) : 500 MCG/ML)  SOLUTION FOR INJECTION,10
203722-385,(SEA WATER : 27 %)  NASAL SPRAY,10
968001-043,(LIDOCAINE HCL : 0.054 G /15 G) (CETYLPYRIDINIUM CHLORIDE : 0.017 G /15 G)  GEL,10
706301-030,(DEXAMETHASON-21-PALMITAT : 4 MG/ML)  EMULSION,10
174206-416,(OMEPRAZOLE : 50 MG/5ML)  POWDER FOR ORAL SUSPENSION,10
713801-421,(OMEGA 3 : 291 MG) (VITAMIN D3 : 5 MCG) (VITAMIN E : 6 MG)  CHEWABLE CAPSULES,10
100143-100,(DEXTROSE : 5% W/V) (SODIUM CHLORIDE : 0.45% W/V)  SOLUTION FOR INFUSION,10
615002-387,(EFMOROCTOCOG ALFA : 500 IU)  POWDER AND SOLVENT FOR SOLUTION FOR INJECTION,10
363206-210,(CLOBAZAM : 1 MG/ML)  ORAL SUSPENSION,10
117001-102,(SODIUM BENZOATE : 2G/10ML)  SOLUTION FOR INJECTION,10
101209-117,(ARIPIPRAZOLE : 2 MG)  TABLETS,10
675002-037,(FLUORESCEIN SODIUM : 1%)  EYE DROPS,10
103705-111,(CHARCOAL ACTIVATED : 200MG/ML)  SUSPENSION,10
396804-100,(NITROPRUSSIDE SODIUM : 50 MG/2ML)  SOLUTION FOR INFUSION,10
640411-180,(VITAMIN D3 (CHOLECALCIFEROL) : 400 IU)  GUMEE,10
563501-117,(SILICON DIOXIDE : 2 MG) (ZINC : 10 MG) (VITAMIN A PALMITATE : 1000 IU) (RIBOFLAVINE (VITAMIN B2) : 5 MG) (BIOTIN : 30 MCG) (MANGANESE SULFATE : 2 MG) (FOLIC ACID : 400 IU) (THIAMINE (VITAMIN B1) : 5 MG) (PYRIDOXINE (VITAMIN B6) : 10 MG) (ASCORBIC ACID (VITAMIN C) : 75 MG) (IODINEPOTASSIUM IODIDE : 50 MCG) (MAGNESIUM OXIDE : 50 MG) (NICKEL  : 0.5 MCG) (GREEN TEA EXTRACT : 50 MG) (VITAMIN K : 60 MCG) (VITAMIN D : 400 IU) (NIACINAMIDE : 15 MG) (VITAMIN E (AS D-ALPHA TOCOPHERYL ACETATE) : 50 IU) (SELENIUM (AS SODIUM SELENATE)  : 20 MCG) (MOLYBDENUM (AS SODIUM MOLYBDATE) : 25 MCG) (CHROMIUM (AS CHROMIUM CHLORIDE)  : 150 MCG) (POTASSIUM (AS POTASSIUM CHLORIDE)  : 40 MG) (VITAMIN B12 (CYANOCOBALAMIN) : 50 MCG) (VITAMIN A (AS BETA CAROTENE) : 1500 IU) (PANTOTHENIC ACID (AS D-CALCIUM PANTOTHENATE) : 10 MG) (COPPER GLUCONATE : 5 MG) (CALCIUM (AS CALCIUM PHOSPHATE TRIBASIC) : 150 MG) (IRON (AS FERROUS FUMARATE) : 9 MG) (FRUIT BLEND : 50 MG) (PHOSPHORUS (AS CALCIUM PHOSPHATE TRIBASIC) : 78 MG) (ELEUTHERO (ELEUTHEROCOCCUS SENTICOSUS)  : 25 MG)  TABLETS,10
573101-117,(IRON (AS HEME IRON POLYPEPTIDE) : 11 MG)  TABLETS,10
364606-201,(ISOTONIC SEA WATER : 31.82 ML/100 ML)  NASAL AEROSOL SPRAY,10
581803-039,(AFATINIB : 30 MG)  FILM COATED TABLETS,10
238103-039,(OLMESARTAN MEDOXOMIL : 10 MG)  FILM COATED TABLETS,10
637901-145,(GOKHRU FRUIT (TRIBULUS TERRESTRIS) : 1 G) (PUNARNAVA MOOL (BOERHAAVIA DIFFUSA) : 2 G)  CAPSULES (HARD GELATIN),10
375801-289,(VITAMIN E (TOCOFERSOLAN) : 50 MG/ML)  ORAL LIQUID,10
125811-043,(POVIDONE IODINE : 100 MG/G)  GEL,10
393603-039,(*LOSARTAN POTASSIUM : 25 MG)  FILM COATED TABLETS,10
404002-028,(DIPHENHYDRAMINE HCL : 12.5 MG/5ML)  ELIXIR,10
150601-039,(IRBESARTAN : 300 MG) (HYDROCHLOROTHIAZIDE : 12.5 MG)  FILM COATED TABLETS,10
545801-039,(VITAMIN B12 : 10 MCG) (THIAMINE MONONITRATE : 10 MG) (FOLIC ACID : 400 MCG) (PANTOTHENIC ACID : 10 MG) (RIBOFLAVINE (VITAMIN B2) : 10 MG) (NIACIN(AS NIACINAMIDE) : 80 MG) (PYRIDOXINE (VITAMIN B6) : 3 MG) (BIOTIN : 50 MCG)  FILM COATED TABLETS,10
148803-092,(KETOCONAZOLE : 20 MG/ML)  SHAMPOO,10
233607-117,(PIRIBEDIL : 50 MG)  TABLETS,10
161402-034,(VALPROIC ACID : 500 MG)  ENTERIC COATED TABLETS,10
127408-085,(AZITHROMYCIN : 2 G)  POWDER FOR SUSPENSION,10
350401-116,(IPECACUANHA : 0.5G/15ML) (AMMONIUM CHLORIDE : 0.5G/15ML) (CHLORPHENIRAMINE : 2.5MG/15ML)  SYRUP,10
365701-117,(CHOLECALCIFEROL : 250 IU) (CALCIUM CARBONATE : 500 MG)  TABLETS,10
196601-043,(ORGANO-HEPARINOID : N/A) (MUCOPOLYSACCHARIDE POLYSULFATE : N/A)  GEL,10
148608-046,(CLARITHROMYCIN : 125 MG/5ML)  GRANULES FOR RECONSTITUTION,10
116705-116,(DIPHENHYDRAMINE : 14 MG/5 ML)  SYRUP,10
247301-015,(NATAMYCIN : 10 MG/G) (NEOMYCIN : 3.5 MG/G) (HYDROCORTISONE : 10 MG/G)  CREAM,10
234302-045,(STERCULIA : 550MG/G)  GRANULES,10
252302-145,(TACROLIMUS : 5 MG)  CAPSULES (HARD GELATIN),10
110901-080,(CYTARABINE : 100 MG/5ML)  POWDER FOR INJECTION,10
122102-116,(DEXAMETHASONE : 0.1 MG/ML)  SYRUP,10
160502-051,(TRIPTORELIN : 0.1 MG)  INJECTION,10
164101-117,(METFORMIN HCL : 850 MG)  TABLETS,10
126903-015,(HYDROQUINONE : 4%)  CREAM,10
174801-051,(ENALAPRILAT : 1.25 MG/5ML)  INJECTION,10
106001-027,(MULTIVITAMINS : N/A) (MINERALS : N/A) (CAFFEINE : N/A)  EFFERVESCENT TABLETS,10
116604-039,(METRONIDAZOLE : 500 MG)  FILM COATED TABLETS,10
