facility_code,name,city,country,status
MOH-F-1000211,"DR. TIGANI SHAIB MEDICAL CLINIC",Dubai,UAE,ACTIVE
MOHM2227,"DR. TIGANI SHAIB MEDICAL CLINIC",Dubai,UAE,ACTIVE
MOH5694,"DR. WAFA A. SHALABY CENTRE",Dubai,UAE,ACTIVE
MOHI495,"DR. ZAFER BARAKAT CLINIC",Dubai,UAE,ACTIVE
MOH5699,"DR. ZAID ESSA BAGHDAN CLINIC",Dubai,UAE,ACTIVE
MOHI496,"DR. ZAID ESSA BAGHDAN CLINIC",Dubai,UAE,ACTIVE
MOHI508,"DR. ZAID JAWAD CLINIC",Dubai,UAE,ACTIVE
MOH-F-1000035,"DR. ZAINAB SALIM ALAZZAWI",Dubai,UAE,ACTIVE
MOHM2440,"DR.AHMED YOUSRY SPECILLIZED DENTAL CLINIC",Dubai,UAE,ACTIVE
MOHM1482,"DR.ALRSHEED KALAD CLINIC",Dubai,UAE,ACTIVE
MOHI752,"DR.ASHOK MENON MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOHI815,"DR.BASSAM MEDICAL CLINC",Dubai,UAE,ACTIVE
MOH-F-1000848,"DR.KASSEM MEDICAL CENTER LLC",Dubai,UAE,ACTIVE
MOHI370,"DR.MURTADA CLINIC",Dubai,UAE,ACTIVE
MOHM2297,"DR.NAGLAA AHMED GYNACOLOGY  ",Dubai,UAE,ACTIVE
MOHM1565,"DR.NUTRITION MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-1000823,"DR.SAMEEH ZEEN DENTAL CLINIC LLC",Dubai,UAE,ACTIVE
MOH-F-1000845,"DR.SAMIHA LUTFI MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH7076,"DR.SINAN EYECLINIC",Dubai,UAE,ACTIVE
MOH-F-1000084,"DR.SINAN EYECLINIC",Dubai,UAE,ACTIVE
MOHI468,"DR.SUNNY MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-1000466,"DR.YASSER SAIF DENTAL CLINIC",Dubai,UAE,ACTIVE
MOH-F-1000517,"DR.ZAKIR HUSSAIN DENTAL CLINIC LLC",Dubai,UAE,ACTIVE
MOHM1657,"DREAMS SPECIALIZED MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH1012,"DUAA PHARMACY",Dubai,UAE,ACTIVE
MOH1231,"DUAA PHARMACY",Dubai,UAE,ACTIVE
MOH-F-5000084,"DUAA PHARMACY",Dubai,UAE,ACTIVE
MOHM2055,"DUBAI COSMETIC SURGERY CLINIC",Dubai,UAE,ACTIVE
MOH-F-1000382,"DUBAI OPTICAL",Dubai,UAE,ACTIVE
MOH-F-1000660,"DUBAI OPTICAL",Dubai,UAE,ACTIVE
MOH-F-1000662,"DUBAI OPTICAL",Dubai,UAE,ACTIVE
MOHM2254,"DUBAI SMILE MEDICAL CENTRE",Dubai,UAE,ACTIVE
300191,"DUBAL PHARMACY (JULPHAR GRP OF PHY)",Dubai,UAE,ACTIVE
MOH-F-1000108,"DURAT AL BUHAIRA DENTAL CLINIC",Dubai,UAE,ACTIVE
MOH6516,"DUSSELDORF DENTAL CLINIC",Dubai,UAE,ACTIVE
MOHM2065,"DYNA TRADE SPECIALITY CLINIC",Dubai,UAE,ACTIVE
MOH-F-5000962,"EAGLE PHARMACY LLC",Dubai,UAE,ACTIVE
MOHI524,"EASAW CLINIC",Dubai,UAE,ACTIVE
MOH-F-5000724,"EAST COAST AHALIA PHARMACY",Dubai,UAE,ACTIVE
MOHI226,"EAST COAST MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOHM1530,"EAST WEST MEDICALCENTRE",Dubai,UAE,ACTIVE
MOH-F-1000785,"EAZY CARE MEDICAL CENTER L.L.C",Dubai,UAE,ACTIVE
MOH-F-5001197,"EAZY CARE PHARMACY L L C",Dubai,UAE,ACTIVE
MOHM2032,"EBN AL BETAR MEDICAL CLINIC",Dubai,UAE,ACTIVE
MOH6903,"EBN HAYAN MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-1000640,"EBN HAYAN MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-1000916,"EBTESAMA CLINIC DENTAL SURGERY",Dubai,UAE,ACTIVE
MOHM1908,"ELAJ MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-1000607,"ELAJ MEDICAL CENTRE L.L.C 01",Dubai,UAE,ACTIVE
MOH-F-5000968,"ELAJ MEDICAL CENTRE PHARMACY L.L.C 01",Dubai,UAE,ACTIVE
MOH-F-5000884,"ELAJ MEDICAL CENTRE PHARMACY LLC",Dubai,UAE,ACTIVE
MOHM2098,"ELEYMAN MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-5001038,"ELIAA PHARMACY LLC",Dubai,UAE,ACTIVE
MOH-F-1000338,"ELITE MEDICAL CENTER",Dubai,UAE,ACTIVE
MOHI1119,"ELITE MEDICAL CENTER",Dubai,UAE,ACTIVE
MOHM1765,"ELITE MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-1000336,"ELITE SMILE DENTAL CLINICS",Dubai,UAE,ACTIVE
MOH6693,"ELM AL AMRHDH MEDICAL LABORATORY",Dubai,UAE,ACTIVE
MOH-F-1000213,"ELM AL AMRHDH MEDICAL LABORATORY LLC",Dubai,UAE,ACTIVE
MOHM2051,"ELSALAM MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-5001324,"EMC PHARMACY LLC ",Dubai,UAE,ACTIVE
MOH5158,"EMIRATES CARDIOLOGY CLINIC LLC",Dubai,UAE,ACTIVE
MOH-F-1000272,"EMIRATES CARDIOLOGY CLINIC LLC",Dubai,UAE,ACTIVE
MOHM2705,"EMIRATES CARDIOLOGY CLINIC LLC",Dubai,UAE,ACTIVE
MOH-F-5000637,"EMIRATES DUBAI PHARMACY LLC - RAK BRANCH",Dubai,UAE,ACTIVE
MOH6657,"EMIRATES EUROPEAN HOSPITAL LLC ONE DAY SURGERY",Dubai,UAE,ACTIVE
MOH-F-1000173,"EMIRATES EUROPEAN HOSPITAL LLC ONE DAY SURGERY",Dubai,UAE,ACTIVE
MOH-F-5000702,"EMIRATES EUROPEAN HOSPITAL PHARMACY",Dubai,UAE,ACTIVE
MOHI1098,"EMIRATES EYE CLINIC",Dubai,UAE,ACTIVE
MOH-F-1000095,"EMIRATES HOSPITALS & CLINICS L L C FUJAIRAH 1",Dubai,UAE,ACTIVE
MOH-F-1000546,"EMIRATES HOSPITALS & CLINICS L.L.C- SHJ",Dubai,UAE,ACTIVE
MOH-F-1000237,"EMIRATES HOSPITALS AND CLINICS LLC RAS AL KHAIMAH 1",Dubai,UAE,ACTIVE
MOHM1978,"EMIRATES INTERNATIONAL HOSPITAL ",Dubai,UAE,ACTIVE
MOH6798,"EMIRATES INTERNATIONAL HOSPITAL (ONE DAY SURGERY)",Dubai,UAE,ACTIVE
MOH-F-1000081,"EMIRATES INTERNATIONAL MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-1000733,"EMIRATES INTERNATIONAL MEDICAL CENTRE LLC -1",Dubai,UAE,ACTIVE
MOHI236,"EMIRATES MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH7196,"EMIRATES MEDICAL CENTER LLC",Dubai,UAE,ACTIVE
MOH-F-1000600,"EMIRATES MEDICAL CENTER LLC",Dubai,UAE,ACTIVE
MOH5235,"EMIRATES MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-1000116,"EMIRATES MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOHI1338,"EMIRATES MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH5736,"EMIRATES MEDICAL LABORATORIES",Dubai,UAE,ACTIVE
MOH-F-1000280,"EMIRATES MEDICAL LABORATORY",Dubai,UAE,ACTIVE
MOHI585,"EMIRATES MEDICAL LABORATORY ",Dubai,UAE,ACTIVE
MOH1008,"EMIRATES PHARMACY",Dubai,UAE,ACTIVE
MOH355,"EMIRATES PHARMACY",Dubai,UAE,ACTIVE
MOH-F-5000085,"EMIRATES PHARMACY",Dubai,UAE,ACTIVE
MOH-F-5000086,"EMIRATES PHARMACY",Dubai,UAE,ACTIVE
MOH684,"EMIRATES PHARMACY - AJMAN",Dubai,UAE,ACTIVE
MOH1270,"EMIRATES PHARMACY (FUJAIRAH)",Dubai,UAE,ACTIVE
MOH265,"EMIRATES PHARMACY (RAS AL KHAIMAH)",Dubai,UAE,ACTIVE
MOH-F-5000818,"EMIRATES PHARMACY LLC - FUJAIRAH BRANCH",Dubai,UAE,ACTIVE
MOH-F-1000206,"EMIRATES PRIVATE MEDICAL CENTER",Dubai,UAE,ACTIVE
MOHI1247,"EMIRATES PRIVATE MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH5891,"ENGAB HOSPITAL FOR ONE DAY CARE",Dubai,UAE,ACTIVE
MOHM1473,"ENGAB MEDICAL HOSPITAL",Dubai,UAE,ACTIVE
MOH1435,"ENJAB HOSPITAL PHARMACY",Dubai,UAE,ACTIVE
MOH-F-1000179,"ENJAB MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-1000804,"ERUM SABA MEDICAL CENTER",Dubai,UAE,ACTIVE
MOHI237,"ESFANDYAR MEDICAL CLINIC",Dubai,UAE,ACTIVE
MOH-F-1000678,"ETIHAD OPTICAL VISION L.L.C SHJ",Dubai,UAE,ACTIVE
MOH-F-1000677,"ETIHAD OPTICAL VISION LLC",Dubai,UAE,ACTIVE
MOH6850,"EURO ARABIAN ONE DAY SURGERY HOSPITAL",Dubai,UAE,ACTIVE
MOH-F-1000109,"EURO ARABIAN ONE DAY SURGERY HOSPITAL",Dubai,UAE,ACTIVE
MOH6541,"EUROPEAN DENTAL MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-1000481,"EUROPEAN DENTAL MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH5081,"EUROPEAN MEDICAL CENTER",Dubai,UAE,ACTIVE
MOHM2143,"EUROPEAN MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH6115,"EVE FERTLITVE CENTRE",Dubai,UAE,ACTIVE
MOH-F-1000185,"EVE FERTLITVE CENTRE",Dubai,UAE,ACTIVE
MOHM1959,"EVE FERTLITVE CENTRE",Dubai,UAE,ACTIVE
MOH6269,"EVE MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-1000472,"EVE MEDICAL CENTER",Dubai,UAE,ACTIVE
MOHM2176,"EVE MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-1000580,"EVE MEDICAL CENTER LLC RAK",Dubai,UAE,ACTIVE
MOH-F-1000625,"EVE MEDICAL CENTRE FUJAIRAH",Dubai,UAE,ACTIVE
MOH-F-1000526,"EVE MEDICAL CENTRE L.L.C",Dubai,UAE,ACTIVE
MOH-F-5000849,"EVE PHARMACY",Dubai,UAE,ACTIVE
MOH6761,"EWAN MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH6671,"EXCEL ENTERPRISES LLC BR1",Dubai,UAE,ACTIVE
MOH-F-5000796,"EXPERT PHARMACY LLC",Dubai,UAE,ACTIVE
MOH-F-5000173,"EXPERTS PHARMACY",Dubai,UAE,ACTIVE
MOH780,"EXPERTS PHARMACY (SHARJAH)",Dubai,UAE,ACTIVE
MOH6933,"FAGER AL KHALEEJ MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH6276,"FAHEEM TADROS MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-5001177,"FAITH CAP 2 PHARMACY LLC",Dubai,UAE,ACTIVE
MOH-F-5001134,"FAITH CARE PHARMACY LLC",Dubai,UAE,ACTIVE
MOH-F-5000937,"FAITH ZONE PHARMACY FZC",Dubai,UAE,ACTIVE
MOH1583,"FALCON TOWER PHARMACY",Dubai,UAE,ACTIVE
MOH238,"FALCON TOWER PHARMACY - AJM",Dubai,UAE,ACTIVE
MOH-F-1000577,"FAMILY CARE MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-5000325,"FAMILY CARE PHARMACY LLC",Dubai,UAE,ACTIVE
MOHI645,"FAMILY CLINIC",Dubai,UAE,ACTIVE
MOH-F-1000694,"FAMILY DENTAL CENTER LLC",Dubai,UAE,ACTIVE
MOHI637,"FAMILY MEDICAL  CLINIC",Dubai,UAE,ACTIVE
MOH6077,"FAMILY MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-1000202,"FAMILY MEDICAL CENTER",Dubai,UAE,ACTIVE
MOHM1911,"FAMILY MEDICAL CLINIC",Dubai,UAE,ACTIVE
MOHM2439,"FAMILY MEDICAL CLINIC",Dubai,UAE,ACTIVE
MOH647,"FAMILY PHARMACY",Dubai,UAE,ACTIVE
MOH567,"FAMILY PHARMACY (FUJAIRAH)",Dubai,UAE,ACTIVE
MOH-F-1000798,"FAMILY STAR MEDICAL CENTRE L L C",Dubai,UAE,ACTIVE
MOH-F-5001199,"FAMILY STAR PHARMACY L L C",Dubai,UAE,ACTIVE
MOH-F-5000918,"FAMILYCARE PHARMACY LLC",Dubai,UAE,ACTIVE
MOHM2588,"FARAH SPECIALIST MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH98,"FATHIMA AL ZAHRA PHARMACY",Dubai,UAE,ACTIVE
MOHI1017,"FATHIMA DENTAL CENTRE",Dubai,UAE,ACTIVE
MOH5309,"FATHIMA MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-1000391,"FATHIMA MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOHM2011,"FATHY EMARA MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOHI244,"FATIMA ABU SHOUK SPECIALITY CLINIC",Dubai,UAE,ACTIVE
MOH-F-5000605,"FATIMA AL ZAHRAA PHARMACY",Dubai,UAE,ACTIVE
MOH-F-1000826,"FATIMA ALHADARI MEDICAL CENTER",Dubai,UAE,ACTIVE
MOHI246,"FAZUL CLINIC",Dubai,UAE,ACTIVE
MOH-F-1000876,"FERTICLINIC FERTILIZATION CENTER LLC OPC",Dubai,UAE,ACTIVE
MOH-F-1000778,"FERTICLINIC FERTILIZATION CENTRE L.L.C",Dubai,UAE,ACTIVE
MOH-F-5001279,"FERTICLINIC PHARMACY",Dubai,UAE,ACTIVE
MOH-F-5000731,"FIRST AID PHARMACY LLC",Dubai,UAE,ACTIVE
MOH6725,"FIRST CARE DENTAL CLINIC",Dubai,UAE,ACTIVE
MOH-F-1000370,"FIRST CARE DENTAL CLINIC",Dubai,UAE,ACTIVE
MOH1589,"FIRST CARE PHARMACY",Dubai,UAE,ACTIVE
MOH-F-5000194,"FIRST CARE PHARMACY",Dubai,UAE,ACTIVE
MOH-F-5000956,"FIRST DEAR HEALTH PHARMACY",Dubai,UAE,ACTIVE
MOH-F-1000614,"FIRST GULF MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH6321,"FIRST GULF MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOHM2245,"FIRST GULF MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-1000918,"FIRST HEALTH MEDICAL CENTER LLC",Dubai,UAE,ACTIVE
MOH-F-1000199,"FIRST ROYALTY DENTAL CENTER",Dubai,UAE,ACTIVE
MOHM2072,"FIRST ROYALTY DENTAL CENTER",Dubai,UAE,ACTIVE
MOH-F-5001303,"FIRST STEP PHARMACY L.L.C.SP",Dubai,UAE,ACTIVE
MOH-F-1000759,"FIRST TREATMENT MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH6967,"FLORIDA DENTAL CLINIC",Dubai,UAE,ACTIVE
MOH-F-1000188,"FLORIDA DENTAL CLINIC",Dubai,UAE,ACTIVE
MOH-F-1000693,"FLOW MEDICAL CENTER AND PHYSIOTHERAPY",Dubai,UAE,ACTIVE
MOHM1643,"FRENCH CENTRE FOR DENTAL IMPLANT",Dubai,UAE,ACTIVE
MOH5589,"FRENCH MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-1000406,"FRENCH MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-1000413,"FRESHDENT DENTAL CENTER",Dubai,UAE,ACTIVE
MOH-F-1000768,"Fujairah Chiropractic Clinic",Dubai,UAE,ACTIVE
MOH-F-0060014,"FUJAIRAH HOSPITAL",Dubai,UAE,ACTIVE
MOHI248,"FUJAIRAH MATERNITY HOSPITAL",Dubai,UAE,ACTIVE
MOH-F-1000788,"FUJAIRAH ORTHOPAEDICS AND PHYSIOTHERAPY CENTER",Dubai,UAE,ACTIVE
MOHM2614,"FUJAIRAH ORTHOPAEDICS AND PHYSIOTHERAPY CENTER",Dubai,UAE,ACTIVE
MOH62,"FUJAIRAH PHARMACY",Dubai,UAE,ACTIVE
MOH5240,"FUJAIRAH PORT CLINIC",Dubai,UAE,ACTIVE
MOH-F-1000467,"FUJAIRAH PORT MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOHI250,"FUJAIRAH PORT MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-5000596,"FUJAIRAH PORT PHARMACY",Dubai,UAE,ACTIVE
MOH-F-1000165,"FUTURE CENTER FOR REHABILITATION AND PHYSIOTHERAPY",Dubai,UAE,ACTIVE
MOHM1984,"G.M.C HOSPITAL",Dubai,UAE,ACTIVE
MOHI1173,"G.M.C. HOSPITAL  RESERCH CENTRE",Dubai,UAE,ACTIVE
MOH-F-1000667,"GAELAN MEDICAL CARE ONE DAY SURGERY HOSPITAL LLC",Dubai,UAE,ACTIVE
MOH-F-5001057,"GAELAN PHARMACY LLC",Dubai,UAE,ACTIVE
MOH-F-1000346,"GALAL MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-5000694,"GALAXY PHARMACY LLC",Dubai,UAE,ACTIVE
MOH-F-1000126,"GANIN MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH1764,"GARDEN PHARMACY LLC",Dubai,UAE,ACTIVE
MOH-F-5000321,"GARDEN PHARMACY LLC",Dubai,UAE,ACTIVE
MOH-F-1000576,"GARDINIA DENTAL CLINIC",Dubai,UAE,ACTIVE
MOHI252,"GAYATREE MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-1000129,"GENOVA MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-1000836,"GENTLE CARE MEDICAL CENTER",Dubai,UAE,ACTIVE
MOHM2401,"GENTLE CARE MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOHM1788,"GERMAN MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOHM2100,"GERMAN MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH5740,"GERMAN MEDICAL OASIS",Dubai,UAE,ACTIVE
MOH6816,"GERMAN MEDICAL OASIS",Dubai,UAE,ACTIVE
MOH6449,"GERMAN PEARL DENTAL CLINIC",Dubai,UAE,ACTIVE
MOH415,"GHAZAL JUMEIRAH PHARMACY - DUBAI",Dubai,UAE,ACTIVE
MOH678,"GHAZALI PHARMACY",Dubai,UAE,ACTIVE
MOHI258,"GILL CLINIC",Dubai,UAE,ACTIVE
MOH-F-5001052,"GLOBAL CARE PHARMACY",Dubai,UAE,ACTIVE
MOH-F-1000894,"GLOBAL HEALTH CARE MEDICAL CENTER LLC",Dubai,UAE,ACTIVE
MOHM2250,"GLOBAL MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH2558,"GMC MEDICAL AND DENTAL SPECIALITY CENTER-SHARJAH BRANCH ",Dubai,UAE,ACTIVE
MOH1637,"GMC SHARJAH PHARMACY",Dubai,UAE,ACTIVE
MOH-F-1000490,"GOLDEN CROWN PHYSIOTHERAPY CENTRE",Dubai,UAE,ACTIVE
MOH-F-1000763,"GOLDEN HANDS MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOHI427,"GOLDEN ICARE MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-5000090,"GOLDEN LIFE PHARMACY",Dubai,UAE,ACTIVE
MOH1325,"GOLDEN LIFE PHARMACY,SHARJAH",Dubai,UAE,ACTIVE
MOHM2679,"GOLDEN STAR CHILDRENS CLINIC",Dubai,UAE,ACTIVE
MOH-F-1000355,"GOLDEN STAR MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-5001188,"GOLDEN STAR PHARMACY  L L C",Dubai,UAE,ACTIVE
MOH6441,"GOOD HEALTH SPECIALIZED MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-1000050,"GOOD HEALTH SPECIALIZED MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOHM2428,"GOOD HEALTH SPECIALIZED MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH269,"GRAND AL MAFRAQ PHARMACY",Dubai,UAE,ACTIVE
MOH369,"GRAND AL MAFRAQ PHARMACY",Dubai,UAE,ACTIVE
MOH1540,"GRAND ARABIAN HOME PHARMACY",Dubai,UAE,ACTIVE
MOH267,"GRAND ARABIAN HOME PHARMACY",Dubai,UAE,ACTIVE
MOH985,"GRAND ARABIAN HOME PHARMACY",Dubai,UAE,ACTIVE
MOH-F-5000352,"GRAND EMIRATES PHARMACY",Dubai,UAE,ACTIVE
MOH423,"GRAND EMIRATES PHARMACY - AJMAN",Dubai,UAE,ACTIVE
MOH1733,"GRAND EMIRATES PHARMACY /L.L.C",Dubai,UAE,ACTIVE
MOH1493,"GRAND HAMAD PHARMACY",Dubai,UAE,ACTIVE
MOH540,"GRAND HAMAD PHARMACY",Dubai,UAE,ACTIVE
MOH-F-5000092,"GRAND HAMAD PHARMACY LTD",Dubai,UAE,ACTIVE
MOH-F-5000620,"GRAND MAKKAH PHARMACY",Dubai,UAE,ACTIVE
MOH-F-1000841,"GRAND METRO OPTICALS LLC",Dubai,UAE,ACTIVE
MOH-F-1000215,"GRAND OPTICALS",Dubai,UAE,ACTIVE
MOHI1237,"GRAND OPTICALS",Dubai,UAE,ACTIVE
MOH5369,"GRAND OPTICS",Dubai,UAE,ACTIVE
MOH1552,"GRAND OPTICS - AJMAN",Dubai,UAE,ACTIVE
MOHM1552,"GRAND OPTICS - AJMAN",Dubai,UAE,ACTIVE
MOH-F-1000706,"GRAND OPTICS LLC",Dubai,UAE,ACTIVE
MOH6703,"GRAND OPTICS LLC BR 1",Dubai,UAE,ACTIVE
MOHM2657,"GRAND OPTICS LLC BR 2",Dubai,UAE,ACTIVE
MOH6704,"GRAND OPTICS LLC BR 3",Dubai,UAE,ACTIVE
MOH6631,"GRAND OPTICS LLC BR 4",Dubai,UAE,ACTIVE
MOH6679,"GRAND OPTICS LLC BR 5",Dubai,UAE,ACTIVE
MOH-F-1000708,"GRAND OPTICS LLC SHJ",Dubai,UAE,ACTIVE
MOH1214,"GRAND PHARMACY",Dubai,UAE,ACTIVE
MOH-F-5000093,"GRAND PHARMACY",Dubai,UAE,ACTIVE
MOH5943,"GRAND SUNGLASSES",Dubai,UAE,ACTIVE
MOH6033,"GRAND SUNGLASSES",Dubai,UAE,ACTIVE
MOH-F-1000589,"GRAND SUNGLASSES",Dubai,UAE,ACTIVE
MOHM2217,"GRAND SUNNY MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH-F-5000880,"GRAND SWISS CARE PHARMACY LLC",Dubai,UAE,ACTIVE
MOH-F-5001154,"GUARDIAN PHARMACY LLC",Dubai,UAE,ACTIVE
MOHM2431,"GULF ASIAN MEDICAL SPECIALITIES ",Dubai,UAE,ACTIVE
MOHM2180,"GULF CENMENT COMPANY CLINIC",Dubai,UAE,ACTIVE
MOH-F-1000243,"GULF CLUB PHYSIOTHERAPY CENTER",Dubai,UAE,ACTIVE
MOH5402,"GULF DIAGNOSTIC CENTER",Dubai,UAE,ACTIVE
MOH-F-1000012,"GULF DIAGNOSTIC CENTER",Dubai,UAE,ACTIVE
MOH-F-1000860,"GULF DIAGNOSTIC MEDICAL CENTER",Dubai,UAE,ACTIVE
MOHI575,"GULF MEDICAL CENTER",Dubai,UAE,ACTIVE
MOHI586,"GULF MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH1194,"GULF MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTER PHARMACY - FUJAIRAH",Dubai,UAE,ACTIVE
MOH6683,"GULF MEDICAL UNIVERSITY LABORATORY",Dubai,UAE,ACTIVE
MOH854,"GULF MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTER PHARMACY - AJMAN",Dubai,UAE,ACTIVE
MOH249,"GULF PHARMACY",Dubai,UAE,ACTIVE
MOH642,"GULF PHARMACY (SHARJAH)",Dubai,UAE,ACTIVE
MOHM1926,"GULF STAR MEDICAL CENTER",Dubai,UAE,ACTIVE
MOH5596,"HABIB MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOHI267,"HABIB MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH2023,"HADEQAT AL NAHDA PHARMACY LLC",Dubai,UAE,ACTIVE
MOH1973,"HADEQAT AL ROLA PHARMACY LLC",Dubai,UAE,ACTIVE
MOH-F-5000422,"HADEQAT AL ROLA PHARMACY LLC",Dubai,UAE,ACTIVE
MOH545,"HAITHAM PHARMACY",Dubai,UAE,ACTIVE
MOH5530,"HAKIM MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-1000166,"HAKIM MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOHI1388,"HAKIM MEDICAL CENTRE",Dubai,UAE,ACTIVE
MOH-F-5001222,"HALA 37 PHARMACY LLC",Dubai,UAE,ACTIVE
MOH-F-5001246,"HALA 37 PHARMACY LLC OPC - Branch 2",Dubai,UAE,ACTIVE
MOH-F-5001237,"HALA 37 PHARMACY OPC LLC BRANCH 1",Dubai,UAE,ACTIVE
MOH-F-1000460,"HALA DENTAL CLINIC",Dubai,UAE,ACTIVE
MOH1907,"HALA PHARMACY 11",Dubai,UAE,ACTIVE
MOH2145,"HALA PHARMACY 21",Dubai,UAE,ACTIVE
MOH-F-5000559,"HALA PHARMACY 21",Dubai,UAE,ACTIVE
MOH-F-5001148,"HALA PHARMACY 21 LLC BRANCH",Dubai,UAE,ACTIVE
MOH2144,"HALA PHARMACY 22",Dubai,UAE,ACTIVE
MOH-F-5000560,"HALA PHARMACY 22",Dubai,UAE,ACTIVE
MOH-F-5001143,"HALA PHARMACY 22 LLC",Dubai,UAE,ACTIVE
MOH-F-5000689,"HALA PHARMACY 23",Dubai,UAE,ACTIVE
MOH-F-5000749,"HALA PHARMACY 25",Dubai,UAE,ACTIVE
MOH-F-5000817,"HALA PHARMACY 34 LLC",Dubai,UAE,ACTIVE
MOH-F-5000836,"HALA PHARMACY 36 LLC",Dubai,UAE,ACTIVE
MOH-F-5001245,"HALA PHARMACY 37 LLC BRANCH 3",Dubai,UAE,ACTIVE
MOH-F-5000983,"HALA PHARMACY BR 45",Dubai,UAE,ACTIVE
MOH-F-5000977,"HALA PHARMACY BR 54",Dubai,UAE,ACTIVE
MOH-F-5000995,"HALA PHARMACY BR 55",Dubai,UAE,ACTIVE
MOH1848,"HALA PHARMACY BRANCH 1",Dubai,UAE,ACTIVE
MOH1898,"HALA PHARMACY BRANCH 10",Dubai,UAE,ACTIVE
MOH-F-5000472,"HALA PHARMACY BRANCH 11",Dubai,UAE,ACTIVE
MOH1906,"HALA PHARMACY BRANCH 12",Dubai,UAE,ACTIVE
MOH-F-5000512,"HALA PHARMACY BRANCH 12",Dubai,UAE,ACTIVE
MOH-F-5000557,"HALA PHARMACY BRANCH 18",Dubai,UAE,ACTIVE
MOH1846,"HALA PHARMACY BRANCH 2",Dubai,UAE,ACTIVE
MOH1881,"HALA PHARMACY BRANCH 3",Dubai,UAE,ACTIVE
MOH1849,"HALA PHARMACY BRANCH 4",Dubai,UAE,ACTIVE
MOH1877,"HALA PHARMACY BRANCH 5",Dubai,UAE,ACTIVE
MOH-F-5000411,"HALA PHARMACY BRANCH 5",Dubai,UAE,ACTIVE
